0,75.6
120,72.0
240,74.88
360,68.4
480,69.12
600,69.36
720,68.16000000000001
840,66.0
960,68.16000000000001
1080,66.96000000000001
1200,68.64000000000001
1320,72.72
1440,68.64000000000001
1560,70.8
1680,68.4
1800,72.24
1920,68.16000000000001
2040,72.96
2160,71.75999999999999
2280,69.36
2400,67.44000000000001
2520,68.4
2640,69.6
2760,67.44000000000001
2880,70.8
3000,66.48
3120,70.08
3240,69.83999999999999
3360,66.24000000000001
3480,70.8
3600,71.52
3720,70.8
3840,73.92
3960,77.76
4080,70.32
4200,72.48
4320,76.08
4440,87.6
4560,80.16000000000001
